pedido_id,data_pedido,estado_cliente,categoria_produto,valor_pedido,prazo_prometido_dias,tempo_entrega_real_dias,atrasado,nota_avaliacao
841,2026-02-07,PR,Casa e Decoração,412.76,12,11,False,5
842,2026-06-17,SC,Esporte e Lazer,329.36,12,12,False,5
843,2026-06-27,MG,Esporte e Lazer,101.61,11,10,False,4
844,2026-03-20,RS,Beleza e Cuidados Pessoais,490.95,13,13,False,5
845,2026-05-19,SP,Eletrodomésticos,586.37,9,9,False,4
846,2026-06-14,RS,Eletrônicos,652.04,14,15,True,5
847,2026-02-09,RJ,Roupas e Acessórios,696.15,9,7,False,5
848,2026-01-02,PE,Beleza e Cuidados Pessoais,73.04,16,14,False,5
849,2026-04-22,DF,Papelaria,50.81,13,11,False,5
850,2026-06-30,RJ,Eletrodomésticos,501.34,9,7,False,5
851,2026-01-08,RS,Eletrônicos,255.19,14,14,False,4
852,2026-04-25,RS,Brinquedos,471.9,14,12,False,5
853,2026-05-19,SP,Beleza e Cuidados Pessoais,618.38,10,12,True,4
854,2026-05-19,RJ,Beleza e Cuidados Pessoais,275.57,11,11,False,4
855,2026-01-04,MG,Casa e Decoração,636.53,11,10,False,4
856,2026-06-26,RS,Roupas e Acessórios,807.57,13,12,False,4
857,2026-03-24,SP,Eletrodomésticos,342.22,10,9,False,5
858,2026-06-06,CE,Móveis,806.41,16,15,False,5
859,2026-03-28,SP,Esporte e Lazer,95.75,10,10,False,5
860,2026-05-19,CE,Esporte e Lazer,374.34,17,17,False,4
861,2026-03-08,PE,Casa e Decoração,560.89,15,20,True,2
862,2026-01-19,MG,Livros,282.72,11,11,False,4
863,2026-01-05,RJ,Papelaria,785.69,9,7,False,4
864,2026-01-19,MG,Casa e Decoração,727.77,10,10,False,5
865,2026-04-26,SC,Roupas e Acessórios,704.82,13,12,False,5
866,2026-05-02,RS,Casa e Decoração,481.77,13,13,False,5
867,2026-05-28,SP,Brinquedos,594.18,9,7,False,4
868,2026-05-20,SP,Casa e Decoração,49.18,9,7,False,5
869,2026-01-07,MG,Esporte e Lazer,518.31,10,15,True,2
870,2026-04-26,SP,Móveis,838.79,9,9,False,4
871,2026-03-25,RJ,Brinquedos,686.08,11,10,False,5
872,2026-02-17,MG,Móveis,685.66,10,10,False,4
873,2026-02-02,SP,Livros,444.36,9,7,False,5
874,2026-04-29,SP,Móveis,524.85,10,8,False,4
875,2026-03-02,SP,Livros,208.7,9,7,False,5
876,2026-03-30,BA,Esporte e Lazer,823.92,13,12,False,4
877,2026-06-21,RJ,Livros,837.3,9,16,True,1
878,2026-06-11,SP,Esporte e Lazer,795.26,9,8,False,4
879,2026-02-21,SC,Eletrônicos,74.4,13,11,False,5
880,2026-03-18,SP,Móveis,331.78,8,6,False,5
881,2026-01-05,GO,Papelaria,716.14,13,14,True,4
882,2026-06-11,RJ,Papelaria,762.59,9,7,False,4
883,2026-01-05,SP,Móveis,680.15,10,10,False,5
884,2026-05-03,SC,Móveis,751.44,13,14,True,4
885,2026-05-17,BA,Eletrodomésticos,46.53,15,15,False,4
886,2026-05-13,RJ,Papelaria,111.08,10,8,False,5
887,2026-03-01,SP,Esporte e Lazer,447.8,10,10,False,5
888,2026-05-08,SP,Casa e Decoração,407.61,9,8,False,5
889,2026-03-01,SP,Esporte e Lazer,118.48,9,8,False,5
890,2026-01-28,SP,Móveis,210.77,9,9,False,5
891,2026-02-02,BA,Papelaria,164.59,14,13,False,4
892,2026-03-28,RS,Roupas e Acessórios,479.76,13,12,False,4
893,2026-05-04,SP,Papelaria,834.3,9,7,False,4
894,2026-02-02,SP,Beleza e Cuidados Pessoais,481.48,9,9,False,4
895,2026-04-04,RJ,Beleza e Cuidados Pessoais,378.67,10,8,False,4
896,2026-04-03,SP,Roupas e Acessórios,568.55,8,6,False,5
897,2026-01-21,DF,Brinquedos,448.36,13,12,False,5
898,2026-05-24,CE,Eletrônicos,696.16,16,14,False,4
899,2026-05-16,SP,Eletrônicos,183.32,8,7,False,4
900,2026-03-30,SP,Papelaria,371.14,10,9,False,4
901,2026-01-30,RS,Beleza e Cuidados Pessoais,154.48,13,12,False,4
902,2026-03-13,SP,Roupas e Acessórios,211.49,9,9,False,5
903,2026-02-17,SP,Móveis,221.33,9,8,False,4
904,2026-06-01,GO,Eletrônicos,342.8,12,14,True,3
905,2026-05-31,RJ,Esporte e Lazer,720.92,10,8,False,4
906,2026-02-11,PR,Eletrodomésticos,219.22,12,12,False,5
907,2026-05-26,RJ,Beleza e Cuidados Pessoais,388.65,10,8,False,5
908,2026-06-30,SP,Casa e Decoração,443.89,10,8,False,4
909,2026-01-12,RJ,Esporte e Lazer,129.71,10,10,False,4
910,2026-05-04,SP,Roupas e Acessórios,357.73,9,8,False,5
911,2026-02-04,RJ,Eletrodomésticos,642.7,9,9,False,4
912,2026-05-07,MG,Eletrônicos,150.22,9,8,False,4
913,2026-05-25,RJ,Papelaria,73.96,10,14,True,2
914,2026-02-06,MG,Papelaria,273.32,10,9,False,5
915,2026-05-10,RJ,Casa e Decoração,834.58,10,9,False,4
916,2026-01-30,PE,Brinquedos,600.47,16,23,True,1
917,2026-03-07,SC,Móveis,424.7,13,21,True,1
918,2026-05-03,RJ,Roupas e Acessórios,445.36,11,11,False,4
919,2026-06-04,SP,Brinquedos,787.07,9,16,True,1
920,2026-03-02,MG,Papelaria,85.53,10,15,True,2
921,2026-06-12,SP,Beleza e Cuidados Pessoais,52.65,9,7,False,5
922,2026-02-23,PR,Eletrodomésticos,100.49,11,11,False,5
923,2026-04-10,SP,Roupas e Acessórios,823.82,9,9,False,4
924,2026-04-26,SP,Esporte e Lazer,837.67,9,9,False,4
925,2026-01-04,SC,Brinquedos,640.98,11,10,False,5
926,2026-01-27,SP,Eletrônicos,123.79,9,8,False,5
927,2026-06-28,SP,Eletrodomésticos,308.58,8,7,False,5
928,2026-03-25,RS,Móveis,824.6,13,13,False,4
929,2026-03-27,BA,Móveis,438.62,14,13,False,5
930,2026-02-24,SP,Roupas e Acessórios,828.04,8,6,False,4
931,2026-03-09,MG,Beleza e Cuidados Pessoais,497.62,11,17,True,2
932,2026-06-05,BA,Roupas e Acessórios,224.19,14,12,False,4
933,2026-06-17,SP,Móveis,820.88,9,8,False,4
934,2026-05-29,GO,Móveis,351.64,13,12,False,5
935,2026-06-04,RS,Roupas e Acessórios,61.28,12,10,False,5
936,2026-05-10,SP,Eletrodomésticos,137.12,9,8,False,5
937,2026-02-03,MG,Eletrodomésticos,154.91,11,10,False,4
938,2026-03-19,DF,Esporte e Lazer,756.21,12,13,True,4
939,2026-03-18,SP,Brinquedos,592.98,9,8,False,5
940,2026-05-30,SC,Móveis,438.63,12,12,False,4
941,2026-05-05,MG,Livros,806.9,10,9,False,4
942,2026-04-11,SP,Esporte e Lazer,427.93,10,11,True,4
943,2026-03-05,PR,Móveis,447.83,11,10,False,5
944,2026-01-10,RJ,Eletrodomésticos,116.75,10,10,False,5
945,2026-02-12,SP,Móveis,741.87,9,8,False,4
946,2026-06-30,RJ,Móveis,534.67,9,7,False,5
947,2026-03-25,SP,Esporte e Lazer,565.35,10,8,False,4
948,2026-02-06,PR,Móveis,110.43,12,11,False,5
949,2026-06-30,DF,Eletrodomésticos,285.83,13,19,True,1
950,2026-02-26,RJ,Casa e Decoração,434.61,11,9,False,4
951,2026-06-18,RJ,Casa e Decoração,121.44,10,15,True,2
952,2026-02-08,BA,Esporte e Lazer,212.44,13,11,False,5
953,2026-05-30,SP,Brinquedos,616.52,8,8,False,5
954,2026-05-07,SP,Eletrodomésticos,775.85,9,8,False,5
955,2026-06-17,RJ,Brinquedos,641.85,11,11,False,5
956,2026-03-10,SP,Eletrodomésticos,336.08,10,10,False,4
957,2026-01-20,PR,Papelaria,87.62,12,10,False,4
958,2026-01-19,RS,Eletrodomésticos,63.22,12,12,False,4
959,2026-06-09,DF,Esporte e Lazer,480.02,12,12,False,4
960,2026-02-01,PE,Beleza e Cuidados Pessoais,528.83,15,16,True,5
961,2026-03-04,SP,Beleza e Cuidados Pessoais,338.73,9,7,False,5
962,2026-05-20,SP,Eletrônicos,106.05,10,8,False,4
963,2026-04-04,MG,Eletrônicos,462.34,10,10,False,4
964,2026-02-03,PR,Esporte e Lazer,708.63,12,11,False,5
965,2026-06-11,SC,Eletrodomésticos,205.97,12,11,False,5
966,2026-05-04,CE,Eletrônicos,333.74,15,13,False,5
967,2026-04-10,RJ,Móveis,490.12,10,9,False,5
968,2026-06-17,MG,Brinquedos,392.83,11,9,False,5
969,2026-01-16,RJ,Roupas e Acessórios,449.49,11,9,False,5
970,2026-01-28,PR,Livros,458.42,12,10,False,4
971,2026-06-30,SP,Eletrodomésticos,338.3,10,9,False,4
972,2026-03-18,GO,Beleza e Cuidados Pessoais,556.69,12,11,False,5
973,2026-03-26,SP,Brinquedos,114.14,9,7,False,5
974,2026-01-29,RJ,Esporte e Lazer,722.55,9,7,False,4
975,2026-03-04,BA,Brinquedos,103.94,13,11,False,4
976,2026-05-07,RJ,Papelaria,806.6,10,8,False,4
977,2026-04-06,SP,Móveis,842.6,8,7,False,5
978,2026-01-06,SP,Roupas e Acessórios,748.73,8,8,False,5
979,2026-02-12,BA,Eletrônicos,540.72,15,21,True,2
980,2026-06-08,SP,Roupas e Acessórios,271.25,9,7,False,4
981,2026-04-20,MG,Casa e Decoração,566.4,11,11,False,5
982,2026-05-23,PR,Eletrônicos,348.06,11,9,False,5
983,2026-05-12,SP,Eletrônicos,481.89,8,8,False,5
984,2026-04-02,SP,Brinquedos,451.84,9,7,False,4
985,2026-01-12,RJ,Papelaria,574.52,11,14,True,3
986,2026-04-07,GO,Eletrônicos,734.77,13,14,True,4
987,2026-05-25,MG,Livros,496.25,9,7,False,5
988,2026-04-22,MG,Eletrônicos,111.67,10,10,False,5
989,2026-02-01,RJ,Móveis,600.32,10,10,False,4
990,2026-06-08,SP,Livros,447.86,10,8,False,4
991,2026-05-31,PR,Papelaria,317.25,11,11,False,5
992,2026-01-04,RS,Papelaria,720.16,14,13,False,4
993,2026-06-09,DF,Eletrônicos,115.96,14,12,False,4
994,2026-06-01,SP,Roupas e Acessórios,334.87,9,8,False,4
995,2026-05-10,SP,Livros,401.47,9,7,False,5
996,2026-06-10,PR,Eletrodomésticos,753.48,11,9,False,4
997,2026-06-03,SP,Brinquedos,458.93,10,9,False,4
998,2026-03-03,RJ,Casa e Decoração,433.83,10,10,False,4
999,2026-06-30,RJ,Brinquedos,816.89,10,9,False,4
1000,2026-02-22,GO,Móveis,78.8,12,14,True,4
1001,2026-03-11,GO,Esporte e Lazer,134.02,12,11,False,5
1002,2026-06-19,MG,Papelaria,190.88,9,8,False,5
1003,2026-06-05,MG,Livros,272.69,10,10,False,4
1004,2026-04-30,PR,Eletrodomésticos,346.99,12,10,False,4
1005,2026-05-02,SP,Roupas e Acessórios,626.6,8,8,False,4
1006,2026-06-12,RJ,Eletrodomésticos,90.6,9,9,False,4
1007,2026-02-19,PR,Eletrônicos,323.6,12,11,False,4
1008,2026-01-29,RJ,Eletrodomésticos,469.14,10,10,False,5
1009,2026-02-13,SP,Móveis,341.97,8,6,False,4
1010,2026-04-03,SP,Casa e Decoração,521.97,9,9,False,5
1011,2026-05-30,SP,Beleza e Cuidados Pessoais,259.83,9,9,False,4
1012,2026-01-22,SP,Brinquedos,777.99,9,9,False,5
1013,2026-06-29,SP,Beleza e Cuidados Pessoais,636.99,8,6,False,5
1014,2026-03-10,SP,Eletrônicos,423.43,10,10,False,5
1015,2026-03-16,MG,Eletrodomésticos,290.01,10,18,True,1
1016,2026-01-29,BA,Eletrônicos,201.97,13,13,False,4
1017,2026-04-11,DF,Esporte e Lazer,461.83,13,11,False,5
1018,2026-05-18,SP,Casa e Decoração,455.61,9,8,False,5
1019,2026-05-27,SP,Eletrodomésticos,107.4,8,7,False,4
1020,2026-03-07,RJ,Roupas e Acessórios,794.89,9,8,False,5
1021,2026-04-06,MG,Eletrodomésticos,258.0,10,12,True,3
1022,2026-01-28,SP,Beleza e Cuidados Pessoais,716.77,9,9,False,5
1023,2026-01-20,PR,Eletrônicos,740.61,12,10,False,5
1024,2026-04-23,MG,Roupas e Acessórios,407.12,9,9,False,4
1025,2026-02-04,SP,Roupas e Acessórios,87.05,9,8,False,5
1026,2026-05-18,RJ,Papelaria,827.44,9,8,False,5
1027,2026-06-26,SP,Papelaria,628.72,9,9,False,4
1028,2026-04-02,RS,Móveis,411.97,12,10,False,5
1029,2026-05-18,SC,Brinquedos,67.42,12,12,False,5
1030,2026-03-03,SP,Esporte e Lazer,289.48,8,6,False,5
1031,2026-01-18,BA,Beleza e Cuidados Pessoais,499.31,14,19,True,2
1032,2026-02-09,BA,Eletrodomésticos,746.46,14,16,True,4
1033,2026-06-02,SP,Brinquedos,424.72,10,9,False,4
1034,2026-01-31,PE,Beleza e Cuidados Pessoais,565.29,15,13,False,4
1035,2026-02-07,PR,Casa e Decoração,842.36,12,11,False,5
1036,2026-06-17,RS,Papelaria,520.37,12,10,False,5
1037,2026-05-07,PR,Eletrodomésticos,360.08,11,9,False,5
1038,2026-06-19,DF,Roupas e Acessórios,773.49,12,10,False,4
1039,2026-06-26,RJ,Eletrônicos,375.31,10,8,False,5
1040,2026-03-15,RJ,Brinquedos,608.49,11,11,False,5
1041,2026-03-23,SP,Casa e Decoração,161.21,10,10,False,5
1042,2026-06-03,RJ,Esporte e Lazer,661.93,10,9,False,5
1043,2026-02-15,DF,Roupas e Acessórios,580.55,12,18,True,2
1044,2026-05-07,SP,Livros,719.87,8,8,False,4
1045,2026-03-17,DF,Beleza e Cuidados Pessoais,86.52,13,14,True,4
1046,2026-03-14,BA,Roupas e Acessórios,648.13,14,14,False,5
1047,2026-02-16,SP,Móveis,75.65,8,8,False,5
1048,2026-01-23,SP,Móveis,725.62,8,7,False,4
1049,2026-01-01,MG,Esporte e Lazer,659.84,11,14,True,3
1050,2026-02-20,RJ,Beleza e Cuidados Pessoais,76.2,10,10,False,4
1051,2026-04-30,PR,Roupas e Acessórios,426.92,12,10,False,4
1052,2026-04-03,RS,Eletrônicos,569.07,12,10,False,4
1053,2026-06-16,PR,Brinquedos,212.15,12,12,False,4
1054,2026-04-11,SP,Casa e Decoração,146.02,10,8,False,5
1055,2026-05-13,SP,Móveis,445.63,10,10,False,5
1056,2026-01-24,SP,Móveis,503.62,8,7,False,5
1057,2026-06-02,SP,Roupas e Acessórios,670.83,9,9,False,5
1058,2026-06-20,MG,Brinquedos,668.83,11,10,False,4
1059,2026-01-04,PE,Esporte e Lazer,111.72,15,22,True,1
1060,2026-01-20,DF,Papelaria,693.14,13,19,True,1
1061,2026-02-15,SP,Livros,637.21,8,6,False,4
1062,2026-01-01,SP,Eletrônicos,468.41,8,8,False,4
1063,2026-05-15,SP,Eletrodomésticos,619.69,8,7,False,4
1064,2026-01-13,MG,Móveis,479.36,9,9,False,4
1065,2026-04-02,GO,Casa e Decoração,489.67,13,12,False,5
1066,2026-01-15,MG,Móveis,452.29,11,13,True,4
1067,2026-03-13,SC,Eletrônicos,501.55,12,12,False,4
1068,2026-02-14,SP,Móveis,811.89,8,8,False,4
1069,2026-01-18,PE,Brinquedos,566.78,16,20,True,3
1070,2026-03-23,SP,Móveis,502.13,8,6,False,4
1071,2026-02-25,SP,Esporte e Lazer,546.71,10,9,False,5
1072,2026-03-01,SP,Casa e Decoração,498.27,10,9,False,5
1073,2026-04-25,RJ,Eletrônicos,255.8,10,10,False,5
1074,2026-05-19,SP,Eletrodomésticos,203.99,9,9,False,5
1075,2026-05-05,SP,Livros,580.48,9,7,False,4
1076,2026-01-24,SP,Livros,228.79,9,8,False,4
1077,2026-02-25,SP,Esporte e Lazer,384.2,10,12,True,4
1078,2026-01-03,RS,Livros,229.72,13,12,False,4
1079,2026-03-24,RJ,Brinquedos,440.56,11,10,False,4
1080,2026-04-27,RS,Papelaria,332.49,14,13,False,4
1081,2026-06-05,SP,Eletrônicos,259.55,9,8,False,5
1082,2026-03-22,SP,Esporte e Lazer,202.35,8,7,False,5
1083,2026-05-27,DF,Beleza e Cuidados Pessoais,191.04,13,21,True,1
1084,2026-04-24,SP,Papelaria,790.55,9,12,True,3
1085,2026-05-01,SP,Roupas e Acessórios,420.39,10,9,False,5
1086,2026-05-13,BA,Beleza e Cuidados Pessoais,756.57,14,12,False,4
1087,2026-01-28,SP,Roupas e Acessórios,797.76,9,7,False,4
1088,2026-05-07,CE,Esporte e Lazer,788.27,16,22,True,1
1089,2026-01-16,RS,Eletrodomésticos,500.64,13,11,False,4
1090,2026-03-16,RJ,Móveis,750.31,9,17,True,1
1091,2026-06-08,RS,Eletrodomésticos,94.74,13,12,False,4
1092,2026-04-10,SP,Beleza e Cuidados Pessoais,845.96,8,7,False,5
1093,2026-03-24,RS,Roupas e Acessórios,574.07,13,18,True,2
1094,2026-02-08,MG,Casa e Decoração,364.2,9,7,False,5
1095,2026-04-25,SP,Roupas e Acessórios,468.04,10,9,False,4
1096,2026-01-01,RJ,Brinquedos,313.89,11,11,False,4
1097,2026-03-01,BA,Roupas e Acessórios,260.72,15,15,False,4
1098,2026-04-17,SC,Livros,502.33,11,9,False,4
1099,2026-03-29,MG,Esporte e Lazer,434.57,10,10,False,4
1100,2026-03-11,PR,Livros,120.79,11,11,False,4
1101,2026-02-08,RJ,Eletrônicos,752.1,9,9,False,4
1102,2026-03-23,SP,Beleza e Cuidados Pessoais,262.92,9,9,False,4
1103,2026-05-25,SP,Esporte e Lazer,613.97,9,7,False,5
1104,2026-05-18,PR,Livros,444.34,11,11,False,5
1105,2026-02-12,RJ,Brinquedos,549.82,10,10,False,4
1106,2026-01-14,SP,Livros,519.34,10,9,False,4
1107,2026-02-10,CE,Roupas e Acessórios,587.87,16,14,False,4
1108,2026-01-19,RS,Eletrônicos,417.78,12,12,False,4
1109,2026-06-24,CE,Livros,757.47,17,16,False,5
1110,2026-02-05,GO,Roupas e Acessórios,131.59,13,13,False,5
1111,2026-03-18,SC,Esporte e Lazer,339.66,12,12,False,5
1112,2026-03-26,SP,Livros,295.19,9,7,False,4
1113,2026-02-08,CE,Brinquedos,690.75,16,21,True,2
1114,2026-04-03,PR,Roupas e Acessórios,320.65,12,10,False,5
1115,2026-03-21,RJ,Eletrônicos,57.66,9,17,True,1
1116,2026-04-03,SC,Eletrônicos,501.93,13,12,False,4
1117,2026-06-26,RJ,Eletrodomésticos,637.58,9,8,False,4
1118,2026-05-03,SP,Beleza e Cuidados Pessoais,643.72,9,8,False,4
1119,2026-01-28,RJ,Esporte e Lazer,792.39,11,9,False,4
1120,2026-01-17,GO,Papelaria,384.04,12,11,False,5
1121,2026-01-31,SP,Eletrodomésticos,829.67,10,10,False,5
1122,2026-05-06,SC,Livros,665.87,13,11,False,5
1123,2026-04-08,MG,Papelaria,674.83,11,9,False,5
1124,2026-05-07,MG,Móveis,565.13,10,11,True,4
1125,2026-06-19,RJ,Livros,340.04,10,10,False,4
1126,2026-03-29,SP,Beleza e Cuidados Pessoais,495.37,10,12,True,4
1127,2026-06-14,MG,Roupas e Acessórios,145.1,11,10,False,5
1128,2026-05-16,RS,Brinquedos,271.18,13,13,False,5
1129,2026-01-13,MG,Esporte e Lazer,563.15,11,10,False,5
1130,2026-02-20,SP,Móveis,386.17,9,7,False,5
1131,2026-05-15,PE,Papelaria,52.74,16,16,False,5
1132,2026-06-09,SP,Papelaria,247.3,10,9,False,5
1133,2026-01-10,SC,Casa e Decoração,345.29,12,10,False,4
1134,2026-06-13,SP,Eletrodomésticos,152.76,8,16,True,1
1135,2026-01-13,SP,Esporte e Lazer,619.02,8,6,False,4
1136,2026-01-23,BA,Eletrônicos,451.45,15,13,False,4
1137,2026-05-08,CE,Casa e Decoração,393.68,17,15,False,5
1138,2026-04-13,DF,Móveis,133.24,12,12,False,4
1139,2026-06-02,SC,Móveis,223.08,12,12,False,5
1140,2026-03-01,MG,Esporte e Lazer,206.98,11,10,False,4
1141,2026-04-28,RS,Brinquedos,467.03,12,12,False,5
1142,2026-05-29,SP,Eletrodomésticos,246.98,9,8,False,5
1143,2026-06-03,PR,Beleza e Cuidados Pessoais,103.85,11,11,False,5
1144,2026-06-02,SP,Brinquedos,476.9,10,10,False,5
1145,2026-05-31,SP,Móveis,730.59,10,8,False,4
1146,2026-02-28,SC,Brinquedos,641.0,13,15,True,4
1147,2026-02-24,RS,Papelaria,653.77,12,12,False,5
1148,2026-01-26,SP,Roupas e Acessórios,470.23,10,9,False,4
1149,2026-03-06,RJ,Eletrônicos,137.83,9,9,False,5
1150,2026-05-12,DF,Esporte e Lazer,590.0,13,13,False,4
1151,2026-02-07,MG,Eletrodomésticos,151.81,11,10,False,4
1152,2026-01-13,SP,Eletrônicos,829.51,9,9,False,4
1153,2026-06-26,SP,Eletrodomésticos,786.93,8,7,False,4
1154,2026-05-09,SP,Eletrônicos,273.51,9,7,False,5
1155,2026-04-20,SP,Esporte e Lazer,405.69,9,8,False,4
1156,2026-01-06,BA,Livros,291.26,15,17,True,4
1157,2026-01-28,SP,Livros,780.72,9,7,False,4
1158,2026-06-05,MG,Esporte e Lazer,76.36,11,11,False,5
1159,2026-06-16,SC,Roupas e Acessórios,694.34,12,12,False,5
1160,2026-03-22,SP,Móveis,411.84,9,8,False,5
1161,2026-01-14,SP,Brinquedos,80.29,9,9,False,5
1162,2026-02-26,SP,Livros,365.96,8,7,False,4
1163,2026-01-20,RJ,Eletrodomésticos,657.92,9,7,False,5
1164,2026-01-30,PR,Esporte e Lazer,816.3,11,9,False,4
1165,2026-06-20,RS,Casa e Decoração,344.84,13,12,False,4
1166,2026-06-30,SP,Móveis,313.62,8,8,False,5
1167,2026-01-11,SP,Móveis,487.1,8,8,False,4
1168,2026-06-07,PR,Papelaria,358.51,11,9,False,5
1169,2026-01-14,MG,Eletrodomésticos,673.09,10,10,False,5
1170,2026-03-16,RJ,Brinquedos,203.61,9,16,True,1
1171,2026-03-23,SP,Casa e Decoração,848.59,9,7,False,5
1172,2026-05-26,SC,Papelaria,535.64,11,11,False,5
1173,2026-03-12,RJ,Eletrodomésticos,638.94,10,10,False,4
1174,2026-03-27,RS,Roupas e Acessórios,540.72,14,13,False,4
1175,2026-06-30,SP,Papelaria,383.92,9,9,False,5
1176,2026-05-29,PR,Livros,530.7,12,10,False,4
1177,2026-01-13,SP,Roupas e Acessórios,114.39,10,9,False,5
1178,2026-06-14,SC,Esporte e Lazer,768.62,12,11,False,5
1179,2026-02-25,RJ,Roupas e Acessórios,544.25,11,11,False,4
1180,2026-04-12,RS,Eletrodomésticos,173.71,13,12,False,4
1181,2026-04-02,SP,Papelaria,821.73,8,7,False,5
1182,2026-02-21,RJ,Brinquedos,294.16,10,9,False,5
1183,2026-03-06,DF,Móveis,402.95,13,12,False,5
1184,2026-01-26,PR,Papelaria,700.37,11,16,True,2
1185,2026-04-14,SP,Eletrônicos,217.33,8,8,False,4
1186,2026-03-07,RJ,Roupas e Acessórios,618.28,10,9,False,5
1187,2026-04-20,SP,Eletrodomésticos,422.54,8,6,False,4
1188,2026-01-10,RJ,Roupas e Acessórios,490.95,10,9,False,5
1189,2026-05-20,SP,Beleza e Cuidados Pessoais,845.26,10,10,False,4
1190,2026-06-18,PR,Livros,174.34,11,9,False,5
1191,2026-03-29,RS,Brinquedos,101.86,13,11,False,5
1192,2026-05-07,SP,Casa e Decoração,97.66,9,8,False,5
1193,2026-02-15,SP,Brinquedos,370.81,9,9,False,4
1194,2026-03-21,DF,Eletrodomésticos,88.38,13,12,False,4
1195,2026-02-09,SP,Papelaria,182.86,10,8,False,4
1196,2026-06-20,BA,Móveis,642.7,13,13,False,4
1197,2026-03-30,SP,Papelaria,759.07,8,6,False,4
1198,2026-01-26,RJ,Móveis,559.26,9,8,False,4
1199,2026-01-11,BA,Roupas e Acessórios,307.16,15,22,True,1
1200,2026-01-11,MG,Esporte e Lazer,602.61,11,10,False,5
1201,2026-04-24,SP,Brinquedos,187.38,9,7,False,5
1202,2026-05-19,RJ,Esporte e Lazer,794.38,10,9,False,4
1203,2026-06-27,SP,Beleza e Cuidados Pessoais,565.94,9,9,False,4
1204,2026-01-12,SP,Beleza e Cuidados Pessoais,721.08,9,7,False,5
1205,2026-06-28,SP,Esporte e Lazer,285.44,10,8,False,5
1206,2026-04-05,DF,Esporte e Lazer,246.75,13,13,False,4
1207,2026-06-05,MG,Casa e Decoração,403.32,10,9,False,4
1208,2026-05-03,RJ,Brinquedos,83.14,9,7,False,4
1209,2026-03-24,PR,Eletrônicos,392.4,12,10,False,4
1210,2026-03-17,PR,Livros,847.87,11,11,False,4
1211,2026-05-01,SC,Eletrônicos,531.19,13,21,True,1
1212,2026-04-19,SP,Móveis,773.37,9,8,False,5
1213,2026-01-22,BA,Eletrônicos,595.05,13,12,False,4
1214,2026-05-17,RJ,Roupas e Acessórios,278.17,9,9,False,4
1215,2026-06-11,SP,Eletrônicos,179.6,9,9,False,5
1216,2026-01-25,RS,Livros,166.88,14,14,False,5
1217,2026-04-03,SP,Beleza e Cuidados Pessoais,134.0,8,6,False,4
1218,2026-06-29,PR,Móveis,259.97,11,13,True,3
1219,2026-04-20,GO,Livros,410.05,13,11,False,4
1220,2026-06-20,PR,Eletrodomésticos,833.04,11,10,False,4
1221,2026-03-19,CE,Livros,677.9,16,16,False,4
1222,2026-03-06,RJ,Beleza e Cuidados Pessoais,265.44,9,7,False,4
1223,2026-04-15,RJ,Beleza e Cuidados Pessoais,65.73,9,8,False,5
1224,2026-04-23,MG,Eletrodomésticos,368.32,11,11,False,4
1225,2026-01-17,GO,Livros,815.95,13,13,False,5
1226,2026-01-29,MG,Casa e Decoração,150.5,10,9,False,5
1227,2026-04-25,CE,Móveis,332.75,16,14,False,4
1228,2026-03-27,BA,Eletrodomésticos,164.0,14,12,False,5
1229,2026-04-04,RJ,Eletrônicos,491.25,10,9,False,4
1230,2026-05-26,PR,Eletrônicos,373.5,12,11,False,5
1231,2026-03-29,MG,Esporte e Lazer,337.21,11,9,False,4
1232,2026-04-02,PR,Brinquedos,502.26,12,11,False,5
1233,2026-05-24,MG,Papelaria,272.1,11,11,False,4
1234,2026-06-02,MG,Eletrônicos,491.37,9,7,False,4
1235,2026-05-10,SP,Móveis,630.32,8,7,False,5
1236,2026-04-05,RS,Roupas e Acessórios,237.64,12,10,False,5
1237,2026-01-04,CE,Eletrodomésticos,539.71,16,15,False,4
1238,2026-04-07,SP,Eletrodomésticos,844.76,9,8,False,5
1239,2026-03-30,RJ,Eletrodomésticos,608.45,9,9,False,4
1240,2026-04-21,MG,Livros,57.69,11,10,False,4
1241,2026-03-24,RJ,Casa e Decoração,376.44,11,10,False,4
1242,2026-06-27,BA,Livros,367.03,15,16,True,4
1243,2026-05-20,MG,Beleza e Cuidados Pessoais,558.47,11,9,False,4
1244,2026-02-13,SP,Roupas e Acessórios,302.73,10,9,False,4
1245,2026-04-28,RJ,Papelaria,393.49,9,8,False,4
1246,2026-02-09,SP,Roupas e Acessórios,194.75,9,7,False,4
1247,2026-06-29,MG,Livros,218.94,10,10,False,4
1248,2026-03-13,DF,Roupas e Acessórios,447.68,13,18,True,2
1249,2026-05-12,MG,Eletrodomésticos,423.21,9,7,False,4
1250,2026-03-27,RJ,Roupas e Acessórios,495.23,10,8,False,4
1251,2026-03-11,RJ,Livros,813.3,11,9,False,5
1252,2026-01-11,SP,Papelaria,622.41,8,8,False,5
1253,2026-05-07,MG,Casa e Decoração,793.4,11,10,False,4
1254,2026-06-01,RJ,Casa e Decoração,791.21,10,10,False,4
1255,2026-04-18,DF,Eletrodomésticos,480.4,14,12,False,4
1256,2026-03-01,MG,Livros,464.35,11,11,False,4
1257,2026-02-27,DF,Livros,788.3,12,19,True,1
1258,2026-02-21,PR,Esporte e Lazer,332.83,11,10,False,5
